FID,lat,long,Time ,Speed,Road Width,FFS,Area Type,HGV_r,LGV_r,areaNum,Car,2-w,3-w,bus,light commercial vehicle,Car / Jeep (Commercial Yellow plate),sumVehicle,minibus,heavy commercial vehicles,Others
33,28.62364,77.11833,11:30:00,26.4,10,46,Secondarea,0,0,2,59,118,11,6,8,10,249,1,6,30
33,28.62364,77.11833,11:35:00,26.4,10,46,Secondarea,0,0,2,83,108,17,8,11,15,295,3,7,43
33,28.62364,77.11833,11:40:00,28.285714285714302,10,46,Secondarea,0,0,2,76,127,27,5,8,11,294,2,7,31
33,28.62364,77.11833,11:45:00,28.285714285714302,10,46,Secondarea,0,0,2,83,132,22,2,11,17,298,1,6,24
33,28.62364,77.11833,11:50:00,26.4,10,46,Secondarea,0,0,2,79,107,18,4,5,12,243,2,3,13
33,28.62364,77.11833,11:55:00,28.285714285714302,10,46,Secondarea,0,0,2,68,94,17,4,16,22,237,4,7,5
33,28.62364,77.11833,12:00:00,26.4,10,46,Secondarea,0,0,2,56,112,12,3,18,13,230,3,6,7
33,28.62364,77.11833,12:05:00,26.4,10,46,Secondarea,0,0,2,62,122,12,6,19,13,256,5,5,12
33,28.62364,77.11833,12:10:00,23.2941176470588,10,46,Secondarea,0,0,2,89,114,17,3,11,17,279,2,7,19
33,28.62364,77.11833,12:15:00,26.4,10,46,Secondarea,0,0,2,88,143,13,7,9,15,299,3,10,11
33,28.62364,77.11833,12:20:00,30.461538461538503,10,46,Secondarea,0,0,2,72,125,29,4,18,17,276,0,5,6
33,28.62364,77.11833,12:25:00,23.2941176470588,10,46,Secondarea,0,0,2,72,92,26,2,14,13,246,3,7,17
33,28.62364,77.11833,12:30:00,28.285714285714302,10,46,Secondarea,0,0,2,80,103,28,3,9,9,262,2,9,19
33,28.62364,77.11833,12:35:00,28.285714285714302,10,46,Secondarea,0,0,2,68,128,23,4,6,17,264,2,7,9
33,28.62364,77.11833,12:40:00,26.4,10,46,Secondarea,0,0,2,70,94,15,5,12,14,245,4,7,24
33,28.62364,77.11833,12:45:00,28.285714285714302,10,46,Secondarea,0,0,2,75,114,17,3,18,15,273,3,6,22
33,28.62364,77.11833,12:50:00,28.285714285714302,10,46,Secondarea,0,0,2,82,117,21,2,5,10,267,1,2,27
33,28.62364,77.11833,12:55:00,28.285714285714302,10,46,Secondarea,0,0,2,44,107,20,2,4,15,218,4,4,18
33,28.62364,77.11833,13:15:00,26.4,10,46,Secondarea,0,0,2,52,78,15,2,12,16,200,2,2,21
33,28.62364,77.11833,13:20:00,24.75,10,46,Secondarea,0,0,2,66,113,19,3,9,14,263,3,4,32
33,28.62364,77.11833,13:25:00,24.75,10,46,Secondarea,0,0,2,71,97,22,2,10,13,238,4,2,17
33,28.62364,77.11833,13:30:00,23.2941176470588,10,46,Secondarea,0,0,2,76,119,19,4,16,19,285,2,2,28
33,28.62364,77.11833,13:35:00,26.4,10,46,Secondarea,0,0,2,97,102,20,2,12,23,289,0,2,31
33,28.62364,77.11833,13:40:00,26.4,10,46,Secondarea,0,0,2,67,118,14,3,15,16,265,3,6,23
33,28.62364,77.11833,13:45:00,26.4,10,46,Secondarea,0,0,2,78,106,17,2,14,18,267,2,2,28
33,28.62364,77.11833,13:50:00,23.2941176470588,10,46,Secondarea,0,0,2,82,112,15,4,19,20,290,1,4,33
33,28.62364,77.11833,13:55:00,19.8,10,46,Secondarea,0,0,2,81,124,21,4,14,19,299,2,5,29
33,28.62364,77.11833,14:00:00,22,10,46,Secondarea,0,0,2,92,105,18,2,16,19,289,3,2,32
34,28.644340000000003,77.1382,08:05:00,42.104347826087,7,42,Secondarea,1,1,2,37,19,8,1,1,1,92,1,2,22
34,28.644340000000003,77.1382,08:10:00,45.0418604651163,7,42,Secondarea,1,1,2,36,26,5,2,7,4,99,0,4,15
34,28.644340000000003,77.1382,08:15:00,42.104347826087,7,42,Secondarea,1,1,2,39,42,12,2,3,3,129,0,0,28
34,28.644340000000003,77.1382,08:20:00,41.208510638297895,7,42,Secondarea,1,1,2,34,24,8,3,6,4,93,0,1,13
34,28.644340000000003,77.1382,08:25:00,45.0418604651163,7,42,Secondarea,1,1,2,34,28,8,1,0,2,98,1,1,23
34,28.644340000000003,77.1382,08:30:00,45.0418604651163,7,42,Secondarea,1,1,2,44,38,7,0,2,6,113,0,0,16
34,28.644340000000003,77.1382,08:35:00,41.208510638297895,7,42,Secondarea,1,1,2,37,25,3,2,2,1,99,0,1,28
34,28.644340000000003,77.1382,08:40:00,39.5265306122449,7,42,Secondarea,1,1,2,56,55,7,2,1,4,145,1,0,19
34,28.644340000000003,77.1382,08:45:00,37.976470588235294,7,42,Secondarea,1,1,2,55,44,8,4,1,5,155,0,3,35
34,28.644340000000003,77.1382,08:50:00,42.104347826087,7,42,Secondarea,1,1,2,37,49,10,1,2,3,141,0,2,37
34,28.644340000000003,77.1382,08:55:00,41.208510638297895,7,42,Secondarea,1,1,2,63,58,10,3,0,4,179,0,2,39
34,28.644340000000003,77.1382,09:00:00,38.736,7,42,Secondarea,1,1,2,65,75,9,3,4,1,199,0,4,38
34,28.644340000000003,77.1382,09:05:00,36.5433962264151,7,42,Secondarea,1,1,2,61,77,3,1,1,1,176,0,1,31
34,28.644340000000003,77.1382,09:10:00,35.214545454545394,7,42,Secondarea,1,1,2,68,80,13,2,3,3,210,0,2,39
34,28.644340000000003,77.1382,09:15:00,37.246153846153895,7,42,Secondarea,1,1,2,61,80,10,3,0,0,209,0,0,55
34,28.644340000000003,77.1382,09:20:00,37.976470588235294,7,42,Secondarea,1,1,2,73,115,19,1,3,5,261,1,2,42
34,28.644340000000003,77.1382,09:25:00,37.246153846153895,7,42,Secondarea,1,1,2,66,92,15,4,2,4,234,0,1,50
34,28.644340000000003,77.1382,09:30:00,37.976470588235294,7,42,Secondarea,1,1,2,83,143,12,1,1,2,278,1,1,34
34,28.644340000000003,77.1382,09:35:00,35.8666666666667,7,42,Secondarea,1,1,2,73,109,23,5,0,3,256,0,1,42
34,28.644340000000003,77.1382,09:40:00,36.5433962264151,7,42,Secondarea,1,1,2,75,105,15,0,5,2,242,0,2,38
34,28.644340000000003,77.1382,09:45:00,31.7508196721311,7,42,Secondarea,1,1,2,66,130,17,2,1,3,253,0,1,33
34,28.644340000000003,77.1382,09:50:00,36.5433962264151,7,42,Secondarea,1,1,2,98,122,14,3,2,4,285,0,2,40
34,28.644340000000003,77.1382,09:55:00,36.5433962264151,7,42,Secondarea,1,1,2,68,135,20,2,1,3,263,0,0,34
34,28.644340000000003,77.1382,10:00:00,33.9789473684211,7,42,Secondarea,1,1,2,81,136,16,3,0,2,276,0,0,38
34,28.644340000000003,77.1382,10:05:00,31.7508196721311,7,42,Secondarea,1,1,2,68,111,21,1,2,3,239,0,2,31
34,28.644340000000003,77.1382,10:10:00,33.3931034482759,7,42,Secondarea,1,1,2,78,127,20,2,2,4,274,0,0,41
34,28.644340000000003,77.1382,10:15:00,29.796923076923104,7,42,Secondarea,1,1,2,63,134,20,2,2,2,256,1,0,32
34,28.644340000000003,77.1382,10:20:00,34.5857142857143,7,42,Secondarea,1,1,2,89,107,11,2,4,2,263,0,1,47
34,28.644340000000003,77.1382,10:25:00,30.2625,7,42,Secondarea,1,1,2,69,102,20,2,6,2,235,0,0,34
34,28.644340000000003,77.1382,10:30:00,33.9789473684211,7,42,Secondarea,1,1,2,68,119,16,0,7,2,259,0,2,45
34,28.644340000000003,77.1382,10:35:00,32.28,7,42,Secondarea,1,1,2,70,117,15,1,4,2,246,0,0,37
34,28.644340000000003,77.1382,10:40:00,30.742857142857105,7,42,Secondarea,1,1,2,74,94,7,0,3,3,218,0,2,35
34,28.644340000000003,77.1382,10:45:00,30.2625,7,42,Secondarea,1,1,2,98,89,29,2,4,2,261,0,2,35
34,28.644340000000003,77.1382,10:50:00,30.2625,7,42,Secondarea,1,1,2,66,96,14,4,7,0,223,0,1,35
34,28.644340000000003,77.1382,10:55:00,29.796923076923104,7,42,Secondarea,1,1,2,79,103,12,3,10,2,239,0,0,30
34,28.644340000000003,77.1382,11:00:00,29.3454545454545,7,42,Secondarea,0,0,2,59,82,20,0,2,2,192,0,2,25
34,28.644340000000003,77.1382,11:05:00,30.2625,7,42,Secondarea,0,0,2,74,93,17,1,11,3,233,0,6,28
34,28.644340000000003,77.1382,11:10:00,30.2625,7,42,Secondarea,0,0,2,62,104,13,4,10,3,225,0,4,25
34,28.644340000000003,77.1382,11:15:00,30.2625,7,42,Secondarea,0,0,2,55,85,20,1,9,5,205,0,5,25
34,28.644340000000003,77.1382,11:20:00,31.2387096774194,7,42,Secondarea,0,0,2,77,71,15,2,8,3,210,0,5,29
34,28.644340000000003,77.1382,11:25:00,29.796923076923104,7,42,Secondarea,0,0,2,62,101,20,1,16,4,245,0,10,31
34,28.644340000000003,77.1382,11:30:00,27.6685714285714,7,42,Secondarea,0,0,2,72,97,18,3,15,6,244,0,1,32
34,28.644340000000003,77.1382,11:35:00,29.796923076923104,7,42,Secondarea,0,0,2,47,89,12,0,18,1,204,0,5,32
34,28.644340000000003,77.1382,11:40:00,29.3454545454545,7,42,Secondarea,0,0,2,62,92,29,0,28,8,248,0,2,27
34,28.644340000000003,77.1382,11:45:00,31.2387096774194,7,42,Secondarea,0,0,2,66,82,18,3,14,4,214,0,6,21
34,28.644340000000003,77.1382,11:50:00,28.0695652173913,7,42,Secondarea,0,0,2,45,89,20,2,20,2,214,0,6,30
34,28.644340000000003,77.1382,11:55:00,30.2625,7,42,Secondarea,0,0,2,65,93,18,1,17,3,222,0,4,21
34,28.644340000000003,77.1382,12:00:00,28.907462686567197,7,42,Secondarea,0,0,2,67,83,20,1,17,6,230,0,2,34
34,28.644340000000003,77.1382,12:05:00,28.0695652173913,7,42,Secondarea,0,0,2,49,81,8,4,15,2,183,0,2,22
34,28.644340000000003,77.1382,12:10:00,28.4823529411765,7,42,Secondarea,0,0,2,82,70,22,5,23,7,244,0,5,30
34,28.644340000000003,77.1382,12:15:00,29.796923076923104,7,42,Secondarea,0,0,2,69,81,19,0,15,6,219,0,3,26
34,28.644340000000003,77.1382,12:20:00,28.907462686567197,7,42,Secondarea,0,0,2,71,83,14,1,11,4,225,2,10,29
34,28.644340000000003,77.1382,12:25:00,25.153246753246798,7,42,Secondarea,0,0,2,73,93,14,2,9,1,235,1,4,38
34,28.644340000000003,77.1382,12:30:00,27.278873239436603,7,42,Secondarea,0,0,2,79,107,26,3,25,5,274,1,4,24
34,28.644340000000003,77.1382,12:35:00,22.0090909090909,7,42,Secondarea,0,0,2,78,88,23,1,18,5,245,2,5,25
34,28.644340000000003,77.1382,12:40:00,24.8307692307692,7,42,Secondarea,0,0,2,70,106,22,3,16,3,253,0,4,29
34,28.644340000000003,77.1382,12:45:00,29.796923076923104,7,42,Secondarea,0,0,2,54,78,15,3,15,1,193,0,7,20
34,28.644340000000003,77.1382,12:50:00,28.0695652173913,7,42,Secondarea,0,0,2,66,79,21,1,16,2,211,2,0,24
34,28.644340000000003,77.1382,12:55:00,25.824,7,42,Secondarea,0,0,2,59,79,29,2,15,4,220,0,4,28
34,28.644340000000003,77.1382,13:00:00,26.5315068493151,7,42,Secondarea,0,0,2,61,79,25,0,17,3,215,0,4,26
34,28.644340000000003,77.1382,13:05:00,19.563636363636398,7,42,Secondarea,0,0,2,81,80,15,0,14,4,223,1,5,23
34,28.644340000000003,77.1382,13:10:00,23.057142857142896,7,42,Secondarea,0,0,2,66,91,23,3,17,2,238,0,4,32
34,28.644340000000003,77.1382,13:15:00,22.2620689655172,7,42,Secondarea,0,0,2,55,66,12,0,19,3,191,0,3,33
34,28.644340000000003,77.1382,13:20:00,29.3454545454545,7,42,Secondarea,0,0,2,76,92,25,3,7,1,232,0,3,25
34,28.644340000000003,77.1382,13:25:00,23.9111111111111,7,42,Secondarea,0,0,2,53,79,17,3,8,4,195,1,4,26
34,28.644340000000003,77.1382,13:30:00,27.278873239436603,7,42,Secondarea,0,0,2,67,77,22,1,14,4,230,1,6,38
34,28.644340000000003,77.1382,13:35:00,27.278873239436603,7,42,Secondarea,0,0,2,50,80,23,1,9,4,198,0,5,26
34,28.644340000000003,77.1382,13:40:00,26.9,7,42,Secondarea,0,0,2,63,89,14,0,17,7,218,0,8,20
34,28.644340000000003,77.1382,13:45:00,27.6685714285714,7,42,Secondarea,0,0,2,63,97,17,1,14,3,241,0,6,40
34,28.644340000000003,77.1382,13:50:00,27.6685714285714,7,42,Secondarea,0,0,2,68,83,11,2,16,3,219,1,2,33
34,28.644340000000003,77.1382,13:55:00,27.6685714285714,7,42,Secondarea,0,0,2,54,93,20,1,20,1,223,0,11,23
34,28.644340000000003,77.1382,13:59:27,28.907462686567197,7,42,Secondarea,0,0,2,75,78,7,0,21,0,205,0,1,23
36,28.620421,77.071851,08:05:00,34.8923076923077,10,52,Secondarea,1,0,2,61,60,9,5,0,0,183,7,0,41
36,28.620421,77.071851,08:10:00,32.4,10,52,Secondarea,1,0,2,44,62,9,3,1,0,165,5,1,40
36,28.620421,77.071851,08:15:00,32.4,10,52,Secondarea,1,0,2,49,63,8,7,1,0,177,6,1,42
36,28.620421,77.071851,08:20:00,32.4,10,52,Secondarea,1,0,2,34,74,6,7,0,0,158,5,0,32
36,28.620421,77.071851,08:25:00,28.35,10,52,Secondarea,1,0,2,53,64,10,10,1,2,197,4,3,50
36,28.620421,77.071851,08:30:00,28.35,10,52,Secondarea,1,0,2,48,91,7,7,2,1,214,4,3,51
36,28.620421,77.071851,08:35:00,32.4,10,52,Secondarea,1,0,2,32,81,8,5,2,1,200,6,1,64
36,28.620421,77.071851,08:40:00,30.24,10,52,Secondarea,1,0,2,39,83,9,8,1,2,202,4,1,55
36,28.620421,77.071851,08:45:00,30.24,10,52,Secondarea,1,0,2,48,75,4,6,0,0,209,6,4,66
36,28.620421,77.071851,08:50:00,25.2,10,52,Secondarea,1,0,2,54,92,5,9,0,0,221,5,4,52
36,28.620421,77.071851,08:55:00,18.9,10,52,Secondarea,1,0,2,52,100,9,8,2,0,229,4,1,53
36,28.620421,77.071851,09:00:00,19.721739130434802,10,52,Secondarea,1,0,2,60,98,7,9,1,0,250,6,5,64
36,28.620421,77.071851,09:05:00,22.68,10,52,Secondarea,1,0,2,58,128,5,8,0,0,292,7,6,80
36,28.620421,77.071851,09:10:00,21.6,10,52,Secondarea,1,0,2,61,114,9,7,0,0,262,8,0,63
36,28.620421,77.071851,09:15:00,23.8736842105263,10,52,Secondarea,1,0,2,47,121,10,8,0,0,253,5,0,62
36,28.620421,77.071851,09:20:00,21.6,10,52,Secondarea,1,0,2,65,120,10,7,0,0,285,2,4,77
36,28.620421,77.071851,09:25:00,21.6,10,52,Secondarea,1,0,2,68,130,5,5,1,0,286,11,1,65
36,28.620421,77.071851,09:30:00,20.6181818181818,10,52,Secondarea,1,0,2,50,126,6,12,0,0,281,4,1,82
36,28.620421,77.071851,09:35:00,20.6181818181818,10,52,Secondarea,1,0,2,63,127,8,10,0,1,285,6,2,68
36,28.620421,77.071851,09:40:00,17.446153846153802,10,52,Secondarea,1,0,2,51,113,10,2,0,0,258,5,3,74
36,28.620421,77.071851,09:45:00,22.68,10,52,Secondarea,1,0,2,66,144,15,12,1,0,308,2,2,66
36,28.620421,77.071851,09:50:00,19.721739130434802,10,52,Secondarea,1,0,2,57,133,10,10,2,0,284,6,4,62
36,28.620421,77.071851,09:55:00,20.6181818181818,10,52,Secondarea,1,0,2,76,107,12,3,0,0,275,6,0,71
36,28.620421,77.071851,10:00:00,21.6,10,52,Secondarea,1,0,2,58,115,11,4,2,0,254,5,1,58
36,28.620421,77.071851,10:05:00,22.68,10,52,Secondarea,1,0,2,57,138,2,5,0,0,261,5,1,53
36,28.620421,77.071851,10:10:00,21.6,10,52,Secondarea,1,0,2,53,142,12,5,0,0,280,6,3,59
36,28.620421,77.071851,10:15:00,21.6,10,52,Secondarea,1,0,2,47,128,10,9,3,0,258,3,1,57
36,28.620421,77.071851,10:20:00,20.6181818181818,10,52,Secondarea,1,0,2,59,155,16,8,1,0,298,9,3,47
36,28.620421,77.071851,10:25:00,22.68,10,52,Secondarea,1,0,2,46,108,7,2,1,1,234,4,2,63
36,28.620421,77.071851,10:30:00,19.721739130434802,10,52,Secondarea,1,0,2,4,133,17,8,0,0,210,4,3,41
36,28.620421,77.071851,10:35:00,22.68,10,52,Secondarea,1,0,2,62,117,11,8,2,0,265,6,0,59
36,28.620421,77.071851,10:40:00,22.68,10,52,Secondarea,1,0,2,53,119,8,8,1,1,253,5,0,58
36,28.620421,77.071851,10:45:00,25.2,10,52,Secondarea,1,0,2,62,128,12,12,1,4,279,7,3,50
36,28.620421,77.071851,10:50:00,22.68,10,52,Secondarea,1,0,2,63,123,7,4,0,0,262,6,4,55
36,28.620421,77.071851,10:55:00,23.8736842105263,10,52,Secondarea,1,0,2,55,115,14,6,0,0,245,4,6,45
36,28.620421,77.071851,11:00:00,26.6823529411765,10,52,Secondarea,0,0,2,64,117,13,3,5,0,256,4,1,49
36,28.620421,77.071851,11:05:00,19.721739130434802,10,52,Secondarea,0,0,2,70,108,20,8,4,3,276,2,2,59
36,28.620421,77.071851,11:10:00,21.6,10,52,Secondarea,0,0,2,65,116,19,5,4,0,268,4,6,49
36,28.620421,77.071851,11:15:00,23.8736842105263,10,52,Secondarea,0,0,2,71,107,15,7,4,5,281,5,2,65
36,28.620421,77.071851,11:20:00,22.68,10,52,Secondarea,0,0,2,58,83,8,2,7,0,208,3,3,44
36,28.620421,77.071851,11:30:00,25.2,10,52,Secondarea,0,0,2,50,129,17,3,4,3,257,2,5,44
36,28.620421,77.071851,11:35:00,17.446153846153802,10,52,Secondarea,0,0,2,65,104,6,13,3,1,241,5,3,41
36,28.620421,77.071851,11:40:00,19.721739130434802,10,52,Secondarea,0,0,2,63,97,11,5,5,3,238,3,5,46
36,28.620421,77.071851,11:45:00,20.6181818181818,10,52,Secondarea,0,0,2,69,103,18,6,8,4,277,6,5,58
36,28.620421,77.071851,11:50:00,21.6,10,52,Secondarea,0,0,2,50,107,2,8,7,3,230,5,7,41
36,28.620421,77.071851,11:55:00,20.6181818181818,10,52,Secondarea,0,0,2,47,101,11,6,13,4,242,7,1,52
36,28.620421,77.071851,12:00:00,22.68,10,52,Secondarea,0,0,2,54,116,10,10,7,2,242,6,3,34
36,28.620421,77.071851,12:05:00,13.3411764705882,10,52,Secondarea,0,0,2,66,110,18,8,2,0,269,9,7,49
36,28.620421,77.071851,12:10:00,13.3411764705882,10,52,Secondarea,0,0,2,47,100,11,8,7,3,239,3,7,53
36,28.620421,77.071851,12:15:00,14.6322580645161,10,52,Secondarea,0,0,2,50,102,11,6,6,2,227,8,3,39
36,28.620421,77.071851,12:20:00,15.641379310344801,10,52,Secondarea,0,0,2,51,105,9,8,3,0,238,4,4,54
36,28.620421,77.071851,12:25:00,19.721739130434802,10,52,Secondarea,0,0,2,53,103,7,12,7,4,234,3,3,42
36,28.620421,77.071851,12:30:00,12.6,10,52,Secondarea,0,0,2,56,106,16,8,7,3,243,2,7,38
36,28.620421,77.071851,12:35:00,17.446153846153802,10,52,Secondarea,0,0,2,37,113,13,11,5,2,235,8,3,43
36,28.620421,77.071851,12:40:00,14.175,10,52,Secondarea,0,0,2,49,110,12,8,11,0,248,5,4,49
36,28.620421,77.071851,12:45:00,16.2,10,52,Secondarea,0,0,2,45,86,15,2,6,3,218,7,2,52
36,28.620421,77.071851,12:50:00,8.72307692307692,10,52,Secondarea,0,0,2,72,130,12,11,6,2,284,3,4,44
36,28.620421,77.071851,12:55:00,9.072000000000001,10,52,Secondarea,0,0,2,66,104,11,7,9,3,263,6,5,52
37,28.67272,77.14860999999999,08:05:00,47.7473684210526,12,54,Secondarea,1,1,2,85,99,25,10,4,1,231,0,1,6
37,28.67272,77.14860999999999,08:10:00,47.7473684210526,12,54,Secondarea,1,1,2,56,38,22,4,3,1,136,2,0,10
37,28.67272,77.14860999999999,08:20:00,49.0378378378378,12,54,Secondarea,1,1,2,76,119,35,7,1,2,255,1,2,12
37,28.67272,77.14860999999999,08:30:00,49.0378378378378,12,54,Secondarea,1,1,2,98,145,35,8,2,2,313,0,1,22
37,28.67272,77.14860999999999,08:35:00,47.7473684210526,12,54,Secondarea,1,1,2,102,166,28,12,4,0,327,1,1,13
37,28.67272,77.14860999999999,08:45:00,47.7473684210526,12,54,Secondarea,1,1,2,138,219,39,7,2,0,425,1,0,19
37,28.67272,77.14860999999999,08:55:00,43.2,12,54,Secondarea,1,1,2,128,216,35,9,3,1,431,1,0,38
37,28.67272,77.14860999999999,09:00:00,41.2363636363636,12,54,Secondarea,1,1,2,132,234,35,8,1,2,439,0,0,27
37,28.67272,77.14860999999999,09:10:00,41.2363636363636,12,54,Secondarea,1,1,2,147,213,43,8,3,1,447,1,0,31
37,28.67272,77.14860999999999,09:20:00,41.2363636363636,12,54,Secondarea,1,1,2,140,262,34,13,4,0,476,1,0,22
37,28.67272,77.14860999999999,09:25:00,38.6042553191489,12,54,Secondarea,1,1,2,141,278,49,6,2,3,503,1,0,23
37,28.67272,77.14860999999999,09:35:00,37.8,12,54,Secondarea,1,1,2,138,237,33,8,0,3,429,2,0,8
37,28.67272,77.14860999999999,09:45:00,33.6,12,54,Secondarea,1,1,2,133,276,42,9,3,0,474,1,1,9
37,28.67272,77.14860999999999,09:50:00,30.24,12,54,Secondarea,1,1,2,101,303,38,11,0,3,467,1,0,10
37,28.67272,77.14860999999999,10:00:00,36.288000000000004,12,54,Secondarea,1,1,2,124,335,48,5,0,1,534,0,0,21
37,28.67272,77.14860999999999,10:05:00,38.6042553191489,12,54,Secondarea,1,1,2,117,331,55,7,3,2,538,0,0,23
37,28.67272,77.14860999999999,10:15:00,37.8,12,54,Secondarea,1,1,2,110,367,47,8,1,1,551,1,0,16
37,28.67272,77.14860999999999,10:25:00,39.443478260869604,12,54,Secondarea,1,1,2,125,282,50,4,1,4,490,0,1,23
37,28.67272,77.14860999999999,10:30:00,39.443478260869604,12,54,Secondarea,1,1,2,148,304,68,5,3,1,552,2,1,20
37,28.67272,77.14860999999999,10:40:00,38.6042553191489,12,54,Secondarea,1,1,2,125,318,45,5,2,0,508,0,2,11
37,28.67272,77.14860999999999,10:50:00,39.443478260869604,12,54,Secondarea,1,1,2,146,314,54,3,5,2,540,0,1,15
37,28.67272,77.14860999999999,10:55:00,36.288000000000004,12,54,Secondarea,1,1,2,137,291,62,10,7,0,521,0,0,14
37,28.67272,77.14860999999999,11:05:00,36.288000000000004,12,54,Secondarea,0,0,2,93,239,53,8,41,4,452,0,4,10
37,28.67272,77.14860999999999,11:15:00,37.028571428571404,12,54,Secondarea,0,0,2,123,244,48,1,70,6,510,0,5,13
37,28.67272,77.14860999999999,11:20:00,37.8,12,54,Secondarea,0,0,2,119,190,32,4,54,9,430,0,4,18
39,28.609640000000002,77.03454,08:05:00,51.6,10,54,Thirdarea,1,1,3,120,121,8,6,0,1,267,3,1,7
39,28.609640000000002,77.03454,08:10:00,51.6,10,54,Thirdarea,1,1,3,122,122,9,3,1,0,271,2,1,11
39,28.609640000000002,77.03454,08:15:00,53.07428571428571,10,54,Thirdarea,1,1,3,76,119,6,4,1,0,221,3,0,12
39,28.609640000000002,77.03454,08:20:00,51.6,10,54,Thirdarea,1,1,3,94,127,15,5,0,0,264,3,3,17
39,28.609640000000002,77.03454,08:25:00,51.6,10,54,Thirdarea,1,1,3,85,135,8,7,0,1,249,4,0,9
39,28.609640000000002,77.03454,08:30:00,51.6,10,54,Thirdarea,1,1,3,102,125,11,4,2,0,259,2,1,12
39,28.609640000000002,77.03454,08:35:00,50.2054054054054,10,54,Thirdarea,1,1,3,101,160,11,9,0,0,305,1,0,23
39,28.609640000000002,77.03454,08:40:00,50.2054054054054,10,54,Thirdarea,1,1,3,99,162,17,9,0,0,313,3,0,23
39,28.609640000000002,77.03454,08:45:00,51.6,10,54,Thirdarea,1,1,3,100,151,7,9,0,0,278,2,0,9
39,28.609640000000002,77.03454,08:50:00,50.2054054054054,10,54,Thirdarea,1,1,3,111,190,11,5,0,0,343,1,0,25
39,28.609640000000002,77.03454,08:55:00,50.2054054054054,10,54,Thirdarea,1,1,3,110,188,16,3,0,0,345,5,2,21
39,28.609640000000002,77.03454,09:00:00,50.2054054054054,10,54,Thirdarea,1,1,3,101,182,8,4,0,0,314,4,0,15
39,28.609640000000002,77.03454,09:05:00,51.6,10,54,Thirdarea,1,1,3,85,188,15,3,0,0,311,2,0,18
39,28.609640000000002,77.03454,09:10:00,48.88421052631579,10,54,Thirdarea,1,1,3,110,204,9,5,1,0,346,1,1,15
39,28.609640000000002,77.03454,09:15:00,48.88421052631579,10,54,Thirdarea,1,1,3,129,205,16,5,0,0,380,1,1,23
39,28.609640000000002,77.03454,09:20:00,50.2054054054054,10,54,Thirdarea,1,1,3,111,168,21,1,0,0,327,1,0,25
39,28.609640000000002,77.03454,09:25:00,50.2054054054054,10,54,Thirdarea,1,1,3,98,188,13,5,0,0,326,1,0,21
39,28.609640000000002,77.03454,09:30:00,48.88421052631579,10,54,Thirdarea,1,1,3,76,178,10,2,0,0,292,2,1,23
39,28.609640000000002,77.03454,09:35:00,50.2054054054054,10,54,Thirdarea,1,1,3,87,157,22,2,0,0,292,2,0,22
39,28.609640000000002,77.03454,09:40:00,48.88421052631579,10,54,Thirdarea,1,1,3,99,172,14,0,0,0,309,2,0,22
39,28.609640000000002,77.03454,09:45:00,50.2054054054054,10,54,Thirdarea,1,1,3,96,181,11,4,0,0,313,2,0,19
39,28.609640000000002,77.03454,09:50:00,50.2054054054054,10,54,Thirdarea,1,1,3,88,156,10,2,2,0,278,2,0,18
39,28.609640000000002,77.03454,09:55:00,48.88421052631579,10,54,Thirdarea,1,1,3,91,155,12,2,0,0,276,1,1,14
39,28.609640000000002,77.03454,10:00:00,50.2054054054054,10,54,Thirdarea,1,1,3,112,158,6,3,0,0,297,2,0,16
39,28.609640000000002,77.03454,10:05:00,50.2054054054054,10,54,Thirdarea,1,1,3,83,171,13,4,0,0,291,3,1,16
39,28.609640000000002,77.03454,10:10:00,51.6,10,54,Thirdarea,1,1,3,87,123,7,0,0,0,230,2,1,10
39,28.609640000000002,77.03454,10:15:00,51.6,10,54,Thirdarea,1,1,3,76,194,15,1,0,1,298,0,0,11
39,28.609640000000002,77.03454,10:20:00,51.6,10,54,Thirdarea,1,1,3,101,170,9,1,0,1,302,2,1,17
39,28.609640000000002,77.03454,10:25:00,51.6,10,54,Thirdarea,1,1,3,119,150,9,1,0,0,302,2,3,18
39,28.609640000000002,77.03454,10:30:00,51.6,10,54,Thirdarea,1,1,3,86,146,12,1,1,1,266,2,1,16
39,28.609640000000002,77.03454,10:35:00,51.6,10,54,Thirdarea,1,1,3,93,152,12,1,1,1,273,1,2,10
39,28.609640000000002,77.03454,10:40:00,51.6,10,54,Thirdarea,1,1,3,86,144,8,1,0,2,252,1,1,9
39,28.609640000000002,77.03454,10:45:00,51.6,10,54,Thirdarea,1,1,3,97,127,12,3,0,1,251,1,0,10
39,28.609640000000002,77.03454,10:50:00,51.6,10,54,Thirdarea,1,1,3,81,138,10,1,0,1,240,1,0,8
39,28.609640000000002,77.03454,10:55:00,51.6,10,54,Thirdarea,1,1,3,94,125,14,2,2,0,257,1,1,18
39,28.609640000000002,77.03454,11:00:00,50.2054054054054,10,54,Thirdarea,0,0,3,75,114,14,2,2,4,227,1,2,13
39,28.609640000000002,77.03454,11:05:00,48.88421052631579,10,54,Thirdarea,0,0,3,79,109,11,1,4,3,223,2,1,13
39,28.609640000000002,77.03454,11:10:00,43.2,10,54,Thirdarea,0,0,3,95,111,9,2,3,2,237,1,3,11
39,28.609640000000002,77.03454,11:15:00,48.88421052631579,10,54,Thirdarea,0,0,3,101,126,8,1,2,1,249,1,0,9
